GRAND PRIX,DATE,PTS
South Africa,01 Jan 1965,4
Monaco,30 May 1965,9
Belgium,13 Jun 1965,6
France,27 Jun 1965,6
Great Britain,10 Jul 1965,6
Netherlands,18 Jul 1965,6
Germany,01 Aug 1965,6
Italy,12 Sep 1965,9
United States,03 Oct 1965,9
Mexico,24 Oct 1965,0
