GRAND PRIX,DATE,PTS
Monaco,30 May 1965,0
Belgium,13 Jun 1965,1
France,27 Jun 1965,0
Great Britain,10 Jul 1965,0
Netherlands,18 Jul 1965,1
Italy,12 Sep 1965,0
United States,03 Oct 1965,0
Mexico,24 Oct 1965,9
