GRAND PRIX,DATE,PTS
Australia,25 Mar 2018,12
Bahrain,08 Apr 2018,10
China,15 Apr 2018,6
Azerbaijan,29 Apr 2018,8
Spain,13 May 2018,4
Monaco,27 May 2018,0
Canada,10 Jun 2018,0
France,24 Jun 2018,0
Austria,01 Jul 2018,4
Great Britain,08 Jul 2018,4
Germany,22 Jul 2018,0
Hungary,29 Jul 2018,4
Belgium,26 Aug 2018,0
Italy,02 Sep 2018,0
Singapore,16 Sep 2018,6
Russia,30 Sep 2018,0
Japan,07 Oct 2018,0
United States,21 Oct 2018,0
Mexico,28 Oct 2018,4
Brazil,11 Nov 2018,0
Abu Dhabi,25 Nov 2018,0
