GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Bahrain,20 Mar 2022,Red Bull Racing RBPT,DNF,0
Saudi Arabia,27 Mar 2022,Red Bull Racing RBPT,1,25
Australia,10 Apr 2022,Red Bull Racing RBPT,DNF,0
Emilia Romagna,24 Apr 2022,Red Bull Racing RBPT,1,34
Miami,08 May 2022,Red Bull Racing RBPT,1,26
Spain,22 May 2022,Red Bull Racing RBPT,1,25
Monaco,29 May 2022,Red Bull Racing RBPT,3,15
Azerbaijan,12 Jun 2022,Red Bull Racing RBPT,1,25
Canada,19 Jun 2022,Red Bull Racing RBPT,1,25
Great Britain,03 Jul 2022,Red Bull Racing RBPT,7,6
Austria,10 Jul 2022,Red Bull Racing RBPT,2,27
France,24 Jul 2022,Red Bull Racing RBPT,1,25
Hungary,31 Jul 2022,Red Bull Racing RBPT,1,25
Belgium,28 Aug 2022,Red Bull Racing RBPT,1,26
Netherlands,04 Sep 2022,Red Bull Racing RBPT,1,26
Italy,11 Sep 2022,Red Bull Racing RBPT,1,25
Singapore,02 Oct 2022,Red Bull Racing RBPT,7,6
Japan,09 Oct 2022,Red Bull Racing RBPT,1,25
United States,23 Oct 2022,Red Bull Racing RBPT,1,25
Mexico,30 Oct 2022,Red Bull Racing RBPT,1,25
Brazil,13 Nov 2022,Red Bull Racing RBPT,6,13
Abu Dhabi,20 Nov 2022,Red Bull Racing RBPT,1,25
