GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Bahrain,20 Mar 2022,Alfa Romeo Ferrari,6,8
Saudi Arabia,27 Mar 2022,Alfa Romeo Ferrari,DNF,0
Australia,10 Apr 2022,Alfa Romeo Ferrari,8,4
Emilia Romagna,24 Apr 2022,Alfa Romeo Ferrari,5,12
Miami,08 May 2022,Alfa Romeo Ferrari,7,6
Spain,22 May 2022,Alfa Romeo Ferrari,6,8
Monaco,29 May 2022,Alfa Romeo Ferrari,9,2
Azerbaijan,12 Jun 2022,Alfa Romeo Ferrari,11,0
Canada,19 Jun 2022,Alfa Romeo Ferrari,7,6
Great Britain,03 Jul 2022,Alfa Romeo Ferrari,DNF,0
Austria,10 Jul 2022,Alfa Romeo Ferrari,11,0
France,24 Jul 2022,Alfa Romeo Ferrari,14,0
Hungary,31 Jul 2022,Alfa Romeo Ferrari,DNF,0
Belgium,28 Aug 2022,Alfa Romeo Ferrari,DNF,0
Netherlands,04 Sep 2022,Alfa Romeo Ferrari,DNF,0
Italy,11 Sep 2022,Alfa Romeo Ferrari,13,0
Singapore,02 Oct 2022,Alfa Romeo Ferrari,11,0
Japan,09 Oct 2022,Alfa Romeo Ferrari,15,0
United States,23 Oct 2022,Alfa Romeo Ferrari,DNF,0
Mexico,30 Oct 2022,Alfa Romeo Ferrari,10,1
Brazil,13 Nov 2022,Alfa Romeo Ferrari,9,2
Abu Dhabi,20 Nov 2022,Alfa Romeo Ferrari,15,0
