GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Bahrain,20 Mar 2022,McLaren Mercedes,15,0
Saudi Arabia,27 Mar 2022,McLaren Mercedes,7,6
Australia,10 Apr 2022,McLaren Mercedes,5,10
Emilia Romagna,24 Apr 2022,McLaren Mercedes,3,19
Miami,08 May 2022,McLaren Mercedes,DNF,0
Spain,22 May 2022,McLaren Mercedes,8,4
Monaco,29 May 2022,McLaren Mercedes,6,9
Azerbaijan,12 Jun 2022,McLaren Mercedes,9,2
Canada,19 Jun 2022,McLaren Mercedes,15,0
Great Britain,03 Jul 2022,McLaren Mercedes,6,8
Austria,10 Jul 2022,McLaren Mercedes,7,6
France,24 Jul 2022,McLaren Mercedes,7,6
Hungary,31 Jul 2022,McLaren Mercedes,7,6
Belgium,28 Aug 2022,McLaren Mercedes,12,0
Netherlands,04 Sep 2022,McLaren Mercedes,7,6
Italy,11 Sep 2022,McLaren Mercedes,7,6
Singapore,02 Oct 2022,McLaren Mercedes,4,12
Japan,09 Oct 2022,McLaren Mercedes,10,1
United States,23 Oct 2022,McLaren Mercedes,6,8
Mexico,30 Oct 2022,McLaren Mercedes,9,2
Brazil,13 Nov 2022,McLaren Mercedes,DNF,2
Abu Dhabi,20 Nov 2022,McLaren Mercedes,6,9
