GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Bahrain,20 Mar 2022,AlphaTauri RBPT,8,4
Saudi Arabia,27 Mar 2022,AlphaTauri RBPT,DNS,0
Australia,10 Apr 2022,AlphaTauri RBPT,15,0
Emilia Romagna,24 Apr 2022,AlphaTauri RBPT,7,6
Miami,08 May 2022,AlphaTauri RBPT,12,0
Spain,22 May 2022,AlphaTauri RBPT,10,1
Monaco,29 May 2022,AlphaTauri RBPT,17,0
Azerbaijan,12 Jun 2022,AlphaTauri RBPT,13,0
Canada,19 Jun 2022,AlphaTauri RBPT,DNF,0
Great Britain,03 Jul 2022,AlphaTauri RBPT,14,0
Austria,10 Jul 2022,AlphaTauri RBPT,16,0
France,24 Jul 2022,AlphaTauri RBPT,DNF,0
Hungary,31 Jul 2022,AlphaTauri RBPT,19,0
Belgium,28 Aug 2022,AlphaTauri RBPT,13,0
Netherlands,04 Sep 2022,AlphaTauri RBPT,DNF,0
Italy,11 Sep 2022,AlphaTauri RBPT,14,0
Singapore,02 Oct 2022,AlphaTauri RBPT,DNF,0
Japan,09 Oct 2022,AlphaTauri RBPT,13,0
United States,23 Oct 2022,AlphaTauri RBPT,10,1
Mexico,30 Oct 2022,AlphaTauri RBPT,DNF,0
Brazil,13 Nov 2022,AlphaTauri RBPT,17,0
Abu Dhabi,20 Nov 2022,AlphaTauri RBPT,11,0
