GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Bahrain,20 Mar 2022,Ferrari,2,18
Saudi Arabia,27 Mar 2022,Ferrari,3,15
Australia,10 Apr 2022,Ferrari,DNF,0
Emilia Romagna,24 Apr 2022,Ferrari,DNF,5
Miami,08 May 2022,Ferrari,3,15
Spain,22 May 2022,Ferrari,4,12
Monaco,29 May 2022,Ferrari,2,18
Azerbaijan,12 Jun 2022,Ferrari,DNF,0
Canada,19 Jun 2022,Ferrari,2,19
Great Britain,03 Jul 2022,Ferrari,1,25
Austria,10 Jul 2022,Ferrari,DNF,6
France,24 Jul 2022,Ferrari,5,11
Hungary,31 Jul 2022,Ferrari,4,12
Belgium,28 Aug 2022,Ferrari,3,15
Netherlands,04 Sep 2022,Ferrari,8,4
Italy,11 Sep 2022,Ferrari,4,12
Singapore,02 Oct 2022,Ferrari,3,15
Japan,09 Oct 2022,Ferrari,DNF,0
United States,23 Oct 2022,Ferrari,DNF,0
Mexico,30 Oct 2022,Ferrari,5,10
Brazil,13 Nov 2022,Ferrari,3,22
Abu Dhabi,20 Nov 2022,Ferrari,4,12
