GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Bahrain,20 Mar 2022,Mercedes,3,15
Saudi Arabia,27 Mar 2022,Mercedes,10,1
Australia,10 Apr 2022,Mercedes,4,12
Emilia Romagna,24 Apr 2022,Mercedes,13,0
Miami,08 May 2022,Mercedes,6,8
Spain,22 May 2022,Mercedes,5,10
Monaco,29 May 2022,Mercedes,8,4
Azerbaijan,12 Jun 2022,Mercedes,4,12
Canada,19 Jun 2022,Mercedes,3,15
Great Britain,03 Jul 2022,Mercedes,3,16
Austria,10 Jul 2022,Mercedes,3,16
France,24 Jul 2022,Mercedes,2,18
Hungary,31 Jul 2022,Mercedes,2,19
Belgium,28 Aug 2022,Mercedes,DNF,0
Netherlands,04 Sep 2022,Mercedes,4,12
Italy,11 Sep 2022,Mercedes,5,10
Singapore,02 Oct 2022,Mercedes,9,2
Japan,09 Oct 2022,Mercedes,5,10
United States,23 Oct 2022,Mercedes,2,18
Mexico,30 Oct 2022,Mercedes,2,18
Brazil,13 Nov 2022,Mercedes,2,24
Abu Dhabi,20 Nov 2022,Mercedes,DNF,0
