GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Great Britain,13 May 1950,Alfa Romeo,DNF,0
Monaco,21 May 1950,Alfa Romeo,1,9
Switzerland,04 Jun 1950,Alfa Romeo,DNF,0
Belgium,18 Jun 1950,Alfa Romeo,1,8
France,02 Jul 1950,Alfa Romeo,1,9
Italy,03 Sep 1950,Alfa Romeo,DNF,1
Italy,03 Sep 1950,Alfa Romeo,DNF,1
