POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,1,Michael Schumacher,Benetton Renault,78,1:53:11.258,10
2,5,Damon Hill,Williams Renault,78,+34.817s,6
3,28,Gerhard Berger,Ferrari,78,+71.447s,4
4,2,Johnny Herbert,Benetton Renault,77,+1 lap,3
5,7,Mark Blundell,McLaren Mercedes,77,+1 lap,2
6,30,Heinz-Harald Frentzen,Sauber Ford,76,+2 laps,1
7,23,Pierluigi Martini,Minardi Ford,76,+2 laps,0
8,29,Jean-Christophe Boullion,Sauber Ford,74,DNF,0
9,9,Gianni Morbidelli,Footwork Hart,74,+4 laps,0
10,21,Pedro Diniz,Forti Ford,72,+6 laps,0
NC,24,Luca Badoer,Minardi Ford,68,DNF,0
NC,26,Olivier Panis,Ligier Mugen Honda,65,DNF,0
NC,4,Mika Salo,Tyrrell Yamaha,63,DNF,0
NC,14,Rubens Barrichello,Jordan Peugeot,60,DNF,0
NC,16,Bertrand Gachot,Pacific Ilmor,42,DNF,0
NC,27,Jean Alesi,Ferrari,41,DNF,0
NC,25,Martin Brundle,Ligier Mugen Honda,40,DNF,0
NC,10,Taki Inoue,Footwork Hart,27,DNF,0
NC,3,Ukyo Katayama,Tyrrell Yamaha,26,DNF,0
DQ,17,Andrea Montermini,Pacific Ilmor,23,DSQ,0
NC,15,Eddie Irvine,Jordan Peugeot,22,DNF,0
NC,6,David Coulthard,Williams Renault,16,DNF,0
NC,22,Roberto Moreno,Forti Ford,9,DNF,0
NC,8,Mika Hakkinen,McLaren Mercedes,8,DNF,0
NC,11,Domenico Schiattarella,Simtek Ford,0,DNF,0
NC,12,Jos Verstappen,Simtek Ford,0,DNF,0
