POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,2,Denny Hulme,Brabham Repco,15,2:05:55.700,9
2,1,Jack Brabham,Brabham Repco,15,+38.500s,6
3,8,Chris Amon,Ferrari,15,+39.000s,4
4,7,John Surtees,Honda,15,+145.700s,3
5,24,Jackie Oliver,null,15,+369.200s,0
6,16,Jo Bonnier,Cooper Maserati,15,+522.100s,0
7,22,Alan Rees,null,15,+527.900s,0
8,15,Guy Ligier,Brabham Repco,14,+1 lap,0
9,18,Chris Irwin,BRM,13,+2 laps,0
10,27,David Hobbs,Lola BMW,13,+2 laps,0
11,6,Pedro Rodriguez,Cooper Maserati,13,+2 laps,0
NC,9,Dan Gurney,Eagle Weslake,12,DNF,0
NC,29,Jacky Ickx,null,12,DNF,0
NC,25,Brian Hart,null,12,+3 laps,0
NC,14,Jo Siffert,Cooper Maserati,11,DNF,0
NC,4,Graham Hill,Lotus Ford,8,DNF,0
NC,17,Hubert Hahne,Lola BMW,6,DNF,0
NC,11,Jackie Stewart,BRM,5,DNF,0
NC,5,Jochen Rindt,Cooper Maserati,4,DNF,0
NC,3,Jim Clark,Lotus Ford,4,DNF,0
NC,26,Kurt Ahrens,null,4,DNF,0
NC,10,Bruce McLaren,Eagle Weslake,3,DNF,0
NC,12,Mike Spence,BRM,3,DNF,0
NC,23,Jo Schlesser,null,2,DNF,0
NC,20,Gerhard Mitter,null,0,DNF,0
