GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Argentina,16 Jan 1955,Lancia,SHC,0
Monaco,22 May 1955,Lancia,2,6
Belgium,05 Jun 1955,Lancia,DNF,0
Netherlands,19 Jun 1955,Ferrari,5,2
Great Britain,16 Jul 1955,Ferrari,DNF,0
Great Britain,16 Jul 1955,Ferrari,6,0
Italy,11 Sep 1955,Ferrari,3,4
