POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,44,Lewis Hamilton,Mercedes,53,1:18:00.688,25
2,5,Sebastian Vettel,Ferrari,53,+25.042s,18
3,19,Felipe Massa,Williams Mercedes,53,+47.635s,15
4,77,Valtteri Bottas,Williams Mercedes,53,+47.996s,12
5,7,Kimi Räikkönen,Ferrari,53,+68.860s,10
6,11,Sergio Perez,Force India Mercedes,53,+72.783s,8
7,27,Nico Hulkenberg,Force India Mercedes,52,+1 lap,6
8,3,Daniel Ricciardo,Red Bull Racing Renault,52,+1 lap,4
9,9,Marcus Ericsson,Sauber Ferrari,52,+1 lap,2
10,26,Daniil Kvyat,Red Bull Racing Renault,52,+1 lap,1
11,55,Carlos Sainz,STR Renault,52,+1 lap,0
12,33,Max Verstappen,STR Renault,52,+1 lap,0
13,12,Felipe Nasr,Sauber Ferrari,52,+1 lap,0
14,22,Jenson Button,McLaren Honda,52,+1 lap,0
15,28,Will Stevens,Marussia Ferrari,51,+2 laps,0
16,98,Roberto Merhi,Marussia Ferrari,51,+2 laps,0
17,6,Nico Rosberg,Mercedes,50,DNF,0
18,14,Fernando Alonso,McLaren Honda,47,DNF,0
NC,8,Romain Grosjean,Lotus Mercedes,1,DNF,0
NC,13,Pastor Maldonado,Lotus Mercedes,1,DNF,0
