POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,44,Lewis Hamilton,Mercedes,43,1:23:40.387,25
2,6,Nico Rosberg,Mercedes,43,+2.058s,18
3,8,Romain Grosjean,Lotus Mercedes,43,+37.988s,15
4,26,Daniil Kvyat,Red Bull Racing Renault,43,+45.692s,12
5,11,Sergio Perez,Force India Mercedes,43,+53.997s,10
6,19,Felipe Massa,Williams Mercedes,43,+55.283s,8
7,7,Kimi Räikkönen,Ferrari,43,+55.703s,6
8,33,Max Verstappen,STR Renault,43,+56.076s,4
9,77,Valtteri Bottas,Williams Mercedes,43,+61.040s,2
10,9,Marcus Ericsson,Sauber Ferrari,43,+91.234s,1
11,12,Felipe Nasr,Sauber Ferrari,43,+102.311s,0
12,5,Sebastian Vettel,Ferrari,42,DNF,0
13,14,Fernando Alonso,McLaren Honda,42,+1 lap,0
14,22,Jenson Button,McLaren Honda,42,+1 lap,0
15,98,Roberto Merhi,Marussia Ferrari,42,+1 lap,0
16,28,Will Stevens,Marussia Ferrari,42,+1 lap,0
NC,55,Carlos Sainz,STR Renault,32,DNF,0
NC,3,Daniel Ricciardo,Red Bull Racing Renault,19,DNF,0
NC,13,Pastor Maldonado,Lotus Mercedes,2,DNF,0
NC,27,Nico Hulkenberg,Force India Mercedes,0,DNS,0
