GRAND PRIX,DATE,CAR,RACE POSITION,PTS
USA West,28 Mar 1976,Surtees Ford,DNC,0
Spain,02 May 1976,Surtees Ford,9,0
Belgium,16 May 1976,Surtees Ford,5,2
Monaco,30 May 1976,Surtees Ford,DNF,0
Sweden,13 Jun 1976,Surtees Ford,13,0
France,04 Jul 1976,Surtees Ford,DNF,0
Great Britain,18 Jul 1976,Surtees Ford,5,2
Germany,01 Aug 1976,Surtees Ford,10,0
Austria,15 Aug 1976,Surtees Ford,DNF,0
Netherlands,29 Aug 1976,Surtees Ford,8,0
Italy,12 Sep 1976,Surtees Ford,12,0
Canada,03 Oct 1976,Surtees Ford,16,0
USA East,10 Oct 1976,Surtees Ford,8,0
Japan,24 Oct 1976,Surtees Ford,4,3
