GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Brazil,25 Jan 1976,Tyrrell Ford,2,6
South Africa,06 Mar 1976,Tyrrell Ford,9,0
USA West,28 Mar 1976,Tyrrell Ford,3,4
Spain,02 May 1976,Tyrrell Ford,DNF,0
Belgium,16 May 1976,Tyrrell Ford,DNF,0
Monaco,30 May 1976,Tyrrell Ford,3,4
Sweden,13 Jun 1976,Tyrrell Ford,2,6
France,04 Jul 1976,Tyrrell Ford,2,6
Great Britain,18 Jul 1976,Tyrrell Ford,DNF,0
Germany,01 Aug 1976,Tyrrell Ford,DNF,0
Austria,15 Aug 1976,Tyrrell Ford,DNF,0
Netherlands,29 Aug 1976,Tyrrell Ford,7,0
Italy,12 Sep 1976,Tyrrell Ford,6,1
Canada,03 Oct 1976,Tyrrell Ford,2,6
USA East,10 Oct 1976,Tyrrell Ford,DNF,0
Japan,24 Oct 1976,Tyrrell Ford,2,6
