GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Brazil,25 Jan 1976,McLaren Ford,6,1
South Africa,06 Mar 1976,McLaren Ford,3,4
USA West,28 Mar 1976,McLaren Ford,5,2
Spain,02 May 1976,McLaren Ford,DNF,0
Belgium,16 May 1976,McLaren Ford,6,1
Monaco,30 May 1976,McLaren Ford,5,2
Sweden,13 Jun 1976,McLaren Ford,11,0
France,04 Jul 1976,McLaren Ford,15,0
Great Britain,18 Jul 1976,McLaren Ford,DNF,0
Germany,01 Aug 1976,McLaren Ford,3,4
Austria,15 Aug 1976,McLaren Ford,7,0
Netherlands,29 Aug 1976,McLaren Ford,9,0
Italy,12 Sep 1976,McLaren Ford,DNF,0
Canada,03 Oct 1976,McLaren Ford,5,2
USA East,10 Oct 1976,McLaren Ford,4,3
Japan,24 Oct 1976,McLaren Ford,DNF,0
