GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Brazil,25 Jan 1976,Tyrrell Ford,5,2
South Africa,06 Mar 1976,Tyrrell Ford,4,3
USA West,28 Mar 1976,Tyrrell Ford,DNF,0
Spain,02 May 1976,Tyrrell Ford,DNF,0
Belgium,16 May 1976,Tyrrell Ford,4,3
Monaco,30 May 1976,Tyrrell Ford,2,6
Sweden,13 Jun 1976,Tyrrell Ford,1,9
France,04 Jul 1976,Tyrrell Ford,6,1
Great Britain,18 Jul 1976,Tyrrell Ford,2,6
Germany,01 Aug 1976,Tyrrell Ford,2,6
Austria,15 Aug 1976,Tyrrell Ford,DNF,0
Netherlands,29 Aug 1976,Tyrrell Ford,5,2
Italy,12 Sep 1976,Tyrrell Ford,5,2
Canada,03 Oct 1976,Tyrrell Ford,4,3
USA East,10 Oct 1976,Tyrrell Ford,2,6
Japan,24 Oct 1976,Tyrrell Ford,DNF,0
