POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,7,Stirling Moss,Lotus Climax,15,2:18:12.400,9
2,3,Wolfgang von Trips,Ferrari,15,+21.400s,6
3,4,Phil Hill,Ferrari,15,+22.500s,4
4,14,Jim Clark,Lotus Climax,15,+77.100s,3
5,18,John Surtees,Cooper Climax,15,+113.100s,2
6,2,Bruce McLaren,Cooper Climax,15,+161.400s,1
7,9,Dan Gurney,Porsche,15,+202.600s,0
8,5,Richie Ginther,Ferrari,15,+323.100s,0
9,28,Jackie Lewis,Cooper Climax,15,+323.700s,0
10,19,Roy Salvadori,Cooper Climax,15,+731.500s,0
11,33,Tony Maggs,Lotus Climax,14,+1 lap,0
12,30,Ian Burgess,Cooper Climax,14,+1 lap,0
13,11,Hans Herrmann,Porsche,14,+1 lap,0
14,31,Carel Godin de Beaufort,Porsche,14,+1 lap,0
NC,6,Willy Mairesse,Ferrari,13,DNF,0
15,37,Tony Marsh,Lotus Climax,13,+2 laps,0
16,27,Gerry Ashmore,Lotus Climax,13,+2 laps,0
NC,20,Maurice Trintignant,Cooper Maserati,12,DNF,0
NC,38,Bernard Collomb,Cooper Climax,11,DNF,0
NC,32,Lorenzo Bandini,Cooper Maserati,10,DNF,0
NC,16,Tony Brooks,BRM Climax,6,DNF,0
NC,8,Jo Bonnier,Porsche,5,DNF,0
NC,26,Wolfgang Seidel,Lotus Climax,3,DNF,0
NC,15,Innes Ireland,Lotus Climax,1,DNF,0
NC,17,Graham Hill,BRM Climax,1,DNF,0
NC,1,Jack Brabham,Cooper Climax,0,DNF,0
