GRAND PRIX,DATE,PTS
South Africa,01 Mar 1975,0
Spain,27 Apr 1975,0
Belgium,25 May 1975,0
Sweden,08 Jun 1975,1
Netherlands,22 Jun 1975,0
France,06 Jul 1975,0
Great Britain,19 Jul 1975,0
Germany,03 Aug 1975,2
Austria,17 Aug 1975,0
Italy,07 Sep 1975,0
United States,05 Oct 1975,0
