GRAND PRIX,DATE,PTS
Australia,08 Mar 1998,0
Brazil,29 Mar 1998,0
Argentina,12 Apr 1998,0
San Marino,26 Apr 1998,0
Spain,10 May 1998,0
Monaco,24 May 1998,0
Canada,07 Jun 1998,0
France,28 Jun 1998,0
Great Britain,12 Jul 1998,0
Austria,26 Jul 1998,0
Germany,02 Aug 1998,0
Hungary,16 Aug 1998,0
Belgium,30 Aug 1998,1
Italy,13 Sep 1998,0
Luxembourg,27 Sep 1998,0
Japan,01 Nov 1998,0
