GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,18 Mar 2012,Ferrari,5,10
Malaysia,25 Mar 2012,Ferrari,1,25
China,15 Apr 2012,Ferrari,9,2
Bahrain,22 Apr 2012,Ferrari,7,6
Spain,13 May 2012,Ferrari,2,18
Monaco,27 May 2012,Ferrari,3,15
Canada,10 Jun 2012,Ferrari,5,10
Europe,24 Jun 2012,Ferrari,1,25
Great Britain,08 Jul 2012,Ferrari,2,18
Germany,22 Jul 2012,Ferrari,1,25
Hungary,29 Jul 2012,Ferrari,5,10
Belgium,02 Sep 2012,Ferrari,DNF,0
Italy,09 Sep 2012,Ferrari,3,15
Singapore,23 Sep 2012,Ferrari,3,15
Japan,07 Oct 2012,Ferrari,DNF,0
South Korea,14 Oct 2012,Ferrari,3,15
India,28 Oct 2012,Ferrari,2,18
Abu Dhabi,04 Nov 2012,Ferrari,2,18
United States,18 Nov 2012,Ferrari,3,15
Brazil,25 Nov 2012,Ferrari,2,18
