GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,18 Mar 2012,Mercedes,12,0
Malaysia,25 Mar 2012,Mercedes,13,0
China,15 Apr 2012,Mercedes,1,25
Bahrain,22 Apr 2012,Mercedes,5,10
Spain,13 May 2012,Mercedes,7,6
Monaco,27 May 2012,Mercedes,2,18
Canada,10 Jun 2012,Mercedes,6,8
Europe,24 Jun 2012,Mercedes,6,8
Great Britain,08 Jul 2012,Mercedes,15,0
Germany,22 Jul 2012,Mercedes,10,1
Hungary,29 Jul 2012,Mercedes,10,1
Belgium,02 Sep 2012,Mercedes,11,0
Italy,09 Sep 2012,Mercedes,7,6
Singapore,23 Sep 2012,Mercedes,5,10
Japan,07 Oct 2012,Mercedes,DNF,0
South Korea,14 Oct 2012,Mercedes,DNF,0
India,28 Oct 2012,Mercedes,11,0
Abu Dhabi,04 Nov 2012,Mercedes,DNF,0
United States,18 Nov 2012,Mercedes,13,0
Brazil,25 Nov 2012,Mercedes,15,0
