GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,18 Mar 2012,Red Bull Racing Renault,2,18
Malaysia,25 Mar 2012,Red Bull Racing Renault,11,0
China,15 Apr 2012,Red Bull Racing Renault,5,10
Bahrain,22 Apr 2012,Red Bull Racing Renault,1,25
Spain,13 May 2012,Red Bull Racing Renault,6,8
Monaco,27 May 2012,Red Bull Racing Renault,4,12
Canada,10 Jun 2012,Red Bull Racing Renault,4,12
Europe,24 Jun 2012,Red Bull Racing Renault,DNF,0
Great Britain,08 Jul 2012,Red Bull Racing Renault,3,15
Germany,22 Jul 2012,Red Bull Racing Renault,5,10
Hungary,29 Jul 2012,Red Bull Racing Renault,4,12
Belgium,02 Sep 2012,Red Bull Racing Renault,2,18
Italy,09 Sep 2012,Red Bull Racing Renault,DNF,0
Singapore,23 Sep 2012,Red Bull Racing Renault,1,25
Japan,07 Oct 2012,Red Bull Racing Renault,1,25
South Korea,14 Oct 2012,Red Bull Racing Renault,1,25
India,28 Oct 2012,Red Bull Racing Renault,1,25
Abu Dhabi,04 Nov 2012,Red Bull Racing Renault,3,15
United States,18 Nov 2012,Red Bull Racing Renault,2,18
Brazil,25 Nov 2012,Red Bull Racing Renault,6,8
