GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,18 Mar 2012,Ferrari,DNF,0
Malaysia,25 Mar 2012,Ferrari,15,0
China,15 Apr 2012,Ferrari,13,0
Bahrain,22 Apr 2012,Ferrari,9,2
Spain,13 May 2012,Ferrari,15,0
Monaco,27 May 2012,Ferrari,6,8
Canada,10 Jun 2012,Ferrari,10,1
Europe,24 Jun 2012,Ferrari,16,0
Great Britain,08 Jul 2012,Ferrari,4,12
Germany,22 Jul 2012,Ferrari,12,0
Hungary,29 Jul 2012,Ferrari,9,2
Belgium,02 Sep 2012,Ferrari,5,10
Italy,09 Sep 2012,Ferrari,4,12
Singapore,23 Sep 2012,Ferrari,8,4
Japan,07 Oct 2012,Ferrari,2,18
South Korea,14 Oct 2012,Ferrari,4,12
India,28 Oct 2012,Ferrari,6,8
Abu Dhabi,04 Nov 2012,Ferrari,7,6
United States,18 Nov 2012,Ferrari,4,12
Brazil,25 Nov 2012,Ferrari,3,15
