GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,18 Mar 2012,McLaren Mercedes,1,25
Malaysia,25 Mar 2012,McLaren Mercedes,14,0
China,15 Apr 2012,McLaren Mercedes,2,18
Bahrain,22 Apr 2012,McLaren Mercedes,DNF,0
Spain,13 May 2012,McLaren Mercedes,9,2
Monaco,27 May 2012,McLaren Mercedes,DNF,0
Canada,10 Jun 2012,McLaren Mercedes,16,0
Europe,24 Jun 2012,McLaren Mercedes,8,4
Great Britain,08 Jul 2012,McLaren Mercedes,10,1
Germany,22 Jul 2012,McLaren Mercedes,2,18
Hungary,29 Jul 2012,McLaren Mercedes,6,8
Belgium,02 Sep 2012,McLaren Mercedes,1,25
Italy,09 Sep 2012,McLaren Mercedes,DNF,0
Singapore,23 Sep 2012,McLaren Mercedes,2,18
Japan,07 Oct 2012,McLaren Mercedes,4,12
South Korea,14 Oct 2012,McLaren Mercedes,DNF,0
India,28 Oct 2012,McLaren Mercedes,5,10
Abu Dhabi,04 Nov 2012,McLaren Mercedes,4,12
United States,18 Nov 2012,McLaren Mercedes,5,10
Brazil,25 Nov 2012,McLaren Mercedes,1,25
