GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,18 Mar 2007,Ferrari,1,10
Malaysia,08 Apr 2007,Ferrari,3,6
Bahrain,15 Apr 2007,Ferrari,3,6
Spain,13 May 2007,Ferrari,DNF,0
Monaco,27 May 2007,Ferrari,8,1
Canada,10 Jun 2007,Ferrari,5,4
United States,17 Jun 2007,Ferrari,4,5
France,01 Jul 2007,Ferrari,1,10
Great Britain,08 Jul 2007,Ferrari,1,10
Europe,22 Jul 2007,Ferrari,DNF,0
Hungary,05 Aug 2007,Ferrari,2,8
Turkey,26 Aug 2007,Ferrari,2,8
Italy,09 Sep 2007,Ferrari,3,6
Belgium,16 Sep 2007,Ferrari,1,10
Japan,30 Sep 2007,Ferrari,3,6
China,07 Oct 2007,Ferrari,1,10
Brazil,21 Oct 2007,Ferrari,1,10
