GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,18 Mar 2007,McLaren Mercedes,3,6
Malaysia,08 Apr 2007,McLaren Mercedes,2,8
Bahrain,15 Apr 2007,McLaren Mercedes,2,8
Spain,13 May 2007,McLaren Mercedes,2,8
Monaco,27 May 2007,McLaren Mercedes,2,8
Canada,10 Jun 2007,McLaren Mercedes,1,10
United States,17 Jun 2007,McLaren Mercedes,1,10
France,01 Jul 2007,McLaren Mercedes,3,6
Great Britain,08 Jul 2007,McLaren Mercedes,3,6
Europe,22 Jul 2007,McLaren Mercedes,9,0
Hungary,05 Aug 2007,McLaren Mercedes,1,10
Turkey,26 Aug 2007,McLaren Mercedes,5,4
Italy,09 Sep 2007,McLaren Mercedes,2,8
Belgium,16 Sep 2007,McLaren Mercedes,4,5
Japan,30 Sep 2007,McLaren Mercedes,1,10
China,07 Oct 2007,McLaren Mercedes,DNF,0
Brazil,21 Oct 2007,McLaren Mercedes,7,2
