GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Brazil,07 Apr 1985,Lotus Renault,3,4
Portugal,21 Apr 1985,Lotus Renault,4,3
San Marino,05 May 1985,Lotus Renault,1,9
Monaco,19 May 1985,Lotus Renault,3,4
Canada,16 Jun 1985,Lotus Renault,5,2
Detroit,23 Jun 1985,Lotus Renault,5,2
France,07 Jul 1985,Lotus Renault,5,2
Great Britain,21 Jul 1985,Lotus Renault,DNF,0
Germany,04 Aug 1985,Lotus Renault,DNF,0
Austria,18 Aug 1985,Lotus Renault,5,2
Netherlands,25 Aug 1985,Lotus Renault,5,2
Italy,08 Sep 1985,Lotus Renault,6,1
Belgium,15 Sep 1985,Lotus Renault,DNF,0
Europe,06 Oct 1985,Lotus Renault,5,2
South Africa,19 Oct 1985,Lotus Renault,DNF,0
