GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Brazil,07 Apr 1985,Arrows BMW,DNF,0
Portugal,21 Apr 1985,Arrows BMW,DNF,0
San Marino,05 May 1985,Arrows BMW,DNF,0
Monaco,19 May 1985,Arrows BMW,DNS,0
Canada,16 Jun 1985,Arrows BMW,13,0
Detroit,23 Jun 1985,Arrows BMW,11,0
France,07 Jul 1985,Arrows BMW,DNF,0
Great Britain,21 Jul 1985,Arrows BMW,8,0
Germany,04 Aug 1985,Arrows BMW,7,0
Austria,18 Aug 1985,Arrows BMW,DNF,0
Netherlands,25 Aug 1985,Arrows BMW,9,0
Italy,08 Sep 1985,Arrows BMW,DNF,0
Belgium,15 Sep 1985,Arrows BMW,7,0
Europe,06 Oct 1985,Arrows BMW,10,0
South Africa,19 Oct 1985,Arrows BMW,5,2
Australia,03 Nov 1985,Arrows BMW,6,1
