GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Brazil,07 Apr 1985,McLaren TAG,DNF,0
Portugal,21 Apr 1985,McLaren TAG,DNF,0
San Marino,05 May 1985,McLaren TAG,4,3
Monaco,19 May 1985,McLaren TAG,DNF,0
Canada,16 Jun 1985,McLaren TAG,DNF,0
Detroit,23 Jun 1985,McLaren TAG,DNF,0
France,07 Jul 1985,McLaren TAG,DNF,0
Great Britain,21 Jul 1985,McLaren TAG,DNF,0
Germany,04 Aug 1985,McLaren TAG,5,2
Austria,18 Aug 1985,McLaren TAG,DNF,0
Netherlands,25 Aug 1985,McLaren TAG,1,9
Italy,08 Sep 1985,McLaren TAG,DNF,0
South Africa,19 Oct 1985,McLaren TAG,DNF,0
Australia,03 Nov 1985,McLaren TAG,DNF,0
