GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Brazil,07 Apr 1985,Tyrrell Ford,7,0
Portugal,21 Apr 1985,Ferrari,8,0
San Marino,05 May 1985,Ferrari,DNF,1
Monaco,19 May 1985,Ferrari,DNF,0
Canada,16 Jun 1985,Ferrari,2,6
Detroit,23 Jun 1985,Ferrari,2,6
France,07 Jul 1985,Ferrari,4,3
Great Britain,21 Jul 1985,Ferrari,DNF,0
Germany,04 Aug 1985,Ferrari,9,0
Austria,18 Aug 1985,Ferrari,4,3
Netherlands,25 Aug 1985,Ferrari,DNF,0
Italy,08 Sep 1985,Ferrari,DNF,2
Belgium,15 Sep 1985,Ferrari,DNF,0
Europe,06 Oct 1985,Ferrari,DNF,0
South Africa,19 Oct 1985,Ferrari,4,3
Australia,03 Nov 1985,Ferrari,5,2
