GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Brazil,07 Apr 1985,McLaren TAG,1,9
Portugal,21 Apr 1985,McLaren TAG,DNF,0
Monaco,19 May 1985,McLaren TAG,1,9
Canada,16 Jun 1985,McLaren TAG,3,4
Detroit,23 Jun 1985,McLaren TAG,DNF,0
France,07 Jul 1985,McLaren TAG,3,4
Great Britain,21 Jul 1985,McLaren TAG,1,9
Germany,04 Aug 1985,McLaren TAG,2,6
Austria,18 Aug 1985,McLaren TAG,1,9
Netherlands,25 Aug 1985,McLaren TAG,2,6
Italy,08 Sep 1985,McLaren TAG,1,9
Belgium,15 Sep 1985,McLaren TAG,3,4
Europe,06 Oct 1985,McLaren TAG,4,3
South Africa,19 Oct 1985,McLaren TAG,DNF,4
Australia,03 Nov 1985,McLaren TAG,DNF,0
