GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Argentina,15 Jan 1978,Ligier Matra,DNF,0
Brazil,29 Jan 1978,Ligier Matra,9,0
South Africa,04 Mar 1978,Ligier Matra,5,2
USA West,02 Apr 1978,Ligier Matra,5,2
Monaco,07 May 1978,Ligier Matra,DNF,0
Belgium,21 May 1978,Ligier Matra,DNF,2
Spain,04 Jun 1978,Ligier Matra,3,4
Sweden,17 Jun 1978,Ligier Matra,7,0
France,02 Jul 1978,Ligier Matra,7,0
Great Britain,16 Jul 1978,Ligier Matra,10,0
Germany,30 Jul 1978,Ligier Matra,3,4
Austria,13 Aug 1978,Ligier Matra,5,2
Netherlands,27 Aug 1978,Ligier Matra,8,0
Italy,10 Sep 1978,Ligier Matra,4,3
USA East,01 Oct 1978,Ligier Matra,11,0
Canada,08 Oct 1978,Ligier Matra,DNF,0
