GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Argentina,15 Jan 1978,Fittipaldi Ford,9,0
Brazil,29 Jan 1978,Fittipaldi Ford,2,6
South Africa,04 Mar 1978,Fittipaldi Ford,DNF,0
USA West,02 Apr 1978,Fittipaldi Ford,8,0
Monaco,07 May 1978,Fittipaldi Ford,9,0
Belgium,21 May 1978,Fittipaldi Ford,DNF,0
Spain,04 Jun 1978,Fittipaldi Ford,DNF,0
Sweden,17 Jun 1978,Fittipaldi Ford,6,1
France,02 Jul 1978,Fittipaldi Ford,DNF,0
Great Britain,16 Jul 1978,Fittipaldi Ford,DNF,0
Germany,30 Jul 1978,Fittipaldi Ford,4,3
Austria,13 Aug 1978,Fittipaldi Ford,4,3
Netherlands,27 Aug 1978,Fittipaldi Ford,5,2
Italy,10 Sep 1978,Fittipaldi Ford,8,0
USA East,01 Oct 1978,Fittipaldi Ford,5,2
Canada,08 Oct 1978,Fittipaldi Ford,DNF,0
