GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Argentina,15 Jan 1978,Wolf Ford,10,0
Brazil,29 Jan 1978,Wolf Ford,DNF,0
South Africa,04 Mar 1978,Wolf Ford,DNF,0
USA West,02 Apr 1978,Wolf Ford,DNF,0
Monaco,07 May 1978,Wolf Ford,3,4
Belgium,21 May 1978,Wolf Ford,DNF,0
Spain,04 Jun 1978,Wolf Ford,4,3
Sweden,17 Jun 1978,Wolf Ford,DNF,0
France,02 Jul 1978,Wolf Ford,6,1
Great Britain,16 Jul 1978,Wolf Ford,DNF,0
Germany,30 Jul 1978,Wolf Ford,2,6
Austria,13 Aug 1978,Wolf Ford,DNF,0
Netherlands,27 Aug 1978,Wolf Ford,12,0
Italy,10 Sep 1978,Wolf Ford,12,0
USA East,01 Oct 1978,Wolf Ford,3,4
Canada,08 Oct 1978,Wolf Ford,2,6
