GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Argentina,15 Jan 1978,Ferrari,8,0
Brazil,29 Jan 1978,Ferrari,DNF,0
South Africa,04 Mar 1978,Ferrari,DNF,0
USA West,02 Apr 1978,Ferrari,DNF,0
Monaco,07 May 1978,Ferrari,DNF,0
Belgium,21 May 1978,Ferrari,4,3
Spain,04 Jun 1978,Ferrari,10,0
Sweden,17 Jun 1978,Ferrari,9,0
France,02 Jul 1978,Ferrari,12,0
Great Britain,16 Jul 1978,Ferrari,DNF,0
Germany,30 Jul 1978,Ferrari,8,0
Austria,13 Aug 1978,Ferrari,3,4
Netherlands,27 Aug 1978,Ferrari,6,1
Italy,10 Sep 1978,Ferrari,7,0
USA East,01 Oct 1978,Ferrari,DNF,0
Canada,08 Oct 1978,Ferrari,1,9
