POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,5,Michael Schumacher,Ferrari,56,1:37:32.747,10
2,1,Fernando Alonso,Renault,56,+3.121s,8
3,2,Giancarlo Fisichella,Renault,56,+44.197s,6
4,12,Jenson Button,Honda,56,+72.056s,5
5,4,Pedro de la Rosa,McLaren Mercedes,56,+77.137s,4
6,11,Rubens Barrichello,Honda,56,+79.131s,3
7,16,Nick Heidfeld,Sauber BMW,56,+91.979s,2
8,9,Mark Webber,Williams Cosworth,56,+103.588s,1
9,14,David Coulthard,RBR Ferrari,56,+103.796s,0
10,20,Vitantonio Liuzzi,STR Cosworth,55,+1 lap,0
11,10,Nico Rosberg,Williams Cosworth,55,+1 lap,0
12,15,Robert Doornbos,RBR Ferrari,55,+1 lap,0
13,17,Robert Kubica,Sauber BMW,55,+1 lap,0
14,21,Scott Speed,STR Cosworth,55,+1 lap,0
15,19,Christijan Albers,MF1 Toyota,53,+3 laps,0
16,23,Sakon Yamamoto,Super Aguri Honda,52,+4 laps,0
NC,7,Ralf Schumacher,Toyota,49,DNF,0
NC,6,Felipe Massa,Ferrari,44,DNF,0
NC,8,Jarno Trulli,Toyota,38,DNF,0
NC,18,Tiago Monteiro,MF1 Toyota,37,DNF,0
NC,3,Kimi Räikkönen,McLaren Mercedes,18,DNF,0
