POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,6,Felipe Massa,Ferrari,58,1:28:51.082,10
2,1,Fernando Alonso,Renault,58,+5.575s,8
3,5,Michael Schumacher,Ferrari,58,+5.656s,6
4,12,Jenson Button,Honda,58,+12.334s,5
5,4,Pedro de la Rosa,McLaren Mercedes,58,+45.908s,4
6,2,Giancarlo Fisichella,Renault,58,+46.594s,3
7,7,Ralf Schumacher,Toyota,58,+59.337s,2
8,11,Rubens Barrichello,Honda,58,+60.034s,1
9,8,Jarno Trulli,Toyota,57,+1 lap,0
10,9,Mark Webber,Williams Cosworth,57,+1 lap,0
11,15,Christian Klien,RBR Ferrari,57,+1 lap,0
12,17,Robert Kubica,Sauber BMW,57,+1 lap,0
13,21,Scott Speed,STR Cosworth,57,+1 lap,0
14,16,Nick Heidfeld,Sauber BMW,56,+2 laps,0
15,14,David Coulthard,RBR Ferrari,55,+3 laps,0
NC,19,Christijan Albers,MF1 Toyota,46,DNF,0
NC,22,Takuma Sato,Super Aguri Honda,41,+17 laps,0
NC,10,Nico Rosberg,Williams Cosworth,25,DNF,0
NC,23,Sakon Yamamoto,Super Aguri Honda,23,DNF,0
NC,20,Vitantonio Liuzzi,STR Cosworth,12,DNF,0
NC,3,Kimi Räikkönen,McLaren Mercedes,1,DNF,0
NC,18,Tiago Monteiro,MF1 Toyota,0,DNF,0
