GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Brazil,26 Mar 1995,McLaren Mercedes,4,3
San Marino,30 Apr 1995,McLaren Mercedes,5,2
Spain,14 May 1995,McLaren Mercedes,DNF,0
Monaco,28 May 1995,McLaren Mercedes,DNF,0
Canada,11 Jun 1995,McLaren Mercedes,DNF,0
France,02 Jul 1995,McLaren Mercedes,7,0
Great Britain,16 Jul 1995,McLaren Mercedes,DNF,0
Germany,30 Jul 1995,McLaren Mercedes,DNF,0
Hungary,13 Aug 1995,McLaren Mercedes,DNF,0
Belgium,27 Aug 1995,McLaren Mercedes,DNF,0
Italy,10 Sep 1995,McLaren Mercedes,2,6
Portugal,24 Sep 1995,McLaren Mercedes,DNF,0
Europe,01 Oct 1995,McLaren Mercedes,8,0
Japan,29 Oct 1995,McLaren Mercedes,2,6
