GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Hungary,13 Aug 1995,Minardi Ford,9,0
Belgium,27 Aug 1995,Minardi Ford,10,0
Italy,10 Sep 1995,Minardi Ford,DNF,0
Portugal,24 Sep 1995,Minardi Ford,DNF,0
Europe,01 Oct 1995,Minardi Ford,9,0
Pacific,22 Oct 1995,Minardi Ford,13,0
Japan,29 Oct 1995,Minardi Ford,11,0
Australia,12 Nov 1995,Minardi Ford,6,1
