GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Spain,14 May 1995,Ligier Mugen Honda,9,0
Monaco,28 May 1995,Ligier Mugen Honda,DNF,0
Canada,11 Jun 1995,Ligier Mugen Honda,DNF,0
France,02 Jul 1995,Ligier Mugen Honda,4,3
Great Britain,16 Jul 1995,Ligier Mugen Honda,DNF,0
Hungary,13 Aug 1995,Ligier Mugen Honda,DNF,0
Belgium,27 Aug 1995,Ligier Mugen Honda,3,4
Italy,10 Sep 1995,Ligier Mugen Honda,DNF,0
Portugal,24 Sep 1995,Ligier Mugen Honda,8,0
Europe,01 Oct 1995,Ligier Mugen Honda,7,0
Australia,12 Nov 1995,Ligier Mugen Honda,DNF,0
