GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Brazil,26 Mar 1995,McLaren Mercedes,6,1
Argentina,09 Apr 1995,McLaren Mercedes,,0
Monaco,28 May 1995,McLaren Mercedes,5,2
Canada,11 Jun 1995,McLaren Mercedes,DNF,0
France,02 Jul 1995,McLaren Mercedes,11,0
Great Britain,16 Jul 1995,McLaren Mercedes,5,2
Germany,30 Jul 1995,McLaren Mercedes,DNF,0
Hungary,13 Aug 1995,McLaren Mercedes,DNF,0
Belgium,27 Aug 1995,McLaren Mercedes,5,2
Italy,10 Sep 1995,McLaren Mercedes,4,3
Portugal,24 Sep 1995,McLaren Mercedes,9,0
Europe,01 Oct 1995,McLaren Mercedes,DNF,0
Pacific,22 Oct 1995,McLaren Mercedes,9,0
Japan,29 Oct 1995,McLaren Mercedes,7,0
Australia,12 Nov 1995,McLaren Mercedes,4,3
