GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Monaco,28 May 1995,Sauber Ford,DNF,0
Canada,11 Jun 1995,Sauber Ford,DNF,0
France,02 Jul 1995,Sauber Ford,DNF,0
Great Britain,16 Jul 1995,Sauber Ford,9,0
Germany,30 Jul 1995,Sauber Ford,5,2
Hungary,13 Aug 1995,Sauber Ford,10,0
Belgium,27 Aug 1995,Sauber Ford,11,0
Italy,10 Sep 1995,Sauber Ford,6,1
Portugal,24 Sep 1995,Sauber Ford,12,0
Europe,01 Oct 1995,Sauber Ford,DNF,0
Pacific,22 Oct 1995,Sauber Ford,DNF,0
