GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Brazil,26 Mar 1995,Ligier Mugen Honda,8,0
Argentina,09 Apr 1995,Ligier Mugen Honda,,0
San Marino,30 Apr 1995,Ligier Mugen Honda,11,0
Germany,30 Jul 1995,Ligier Mugen Honda,6,1
Pacific,22 Oct 1995,Ligier Mugen Honda,DNF,0
