GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Brazil,26 Mar 1995,Williams Renault,2,6
Argentina,09 Apr 1995,Williams Renault,,0
San Marino,30 Apr 1995,Williams Renault,4,3
Spain,14 May 1995,Williams Renault,DNF,0
Monaco,28 May 1995,Williams Renault,DNF,0
Canada,11 Jun 1995,Williams Renault,DNF,0
France,02 Jul 1995,Williams Renault,3,4
Great Britain,16 Jul 1995,Williams Renault,3,4
Germany,30 Jul 1995,Williams Renault,2,6
Hungary,13 Aug 1995,Williams Renault,2,6
Belgium,27 Aug 1995,Williams Renault,DNF,0
Italy,10 Sep 1995,Williams Renault,DNF,0
Portugal,24 Sep 1995,Williams Renault,1,10
Europe,01 Oct 1995,Williams Renault,3,4
Pacific,22 Oct 1995,Williams Renault,2,6
Japan,29 Oct 1995,Williams Renault,DNF,0
Australia,12 Nov 1995,Williams Renault,DNF,0
