GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Brazil,26 Mar 1995,Footwork Hart,DNF,0
Argentina,09 Apr 1995,Footwork Hart,,0
San Marino,30 Apr 1995,Footwork Hart,13,0
Spain,14 May 1995,Footwork Hart,11,0
Monaco,28 May 1995,Footwork Hart,9,0
Canada,11 Jun 1995,Footwork Hart,6,1
France,02 Jul 1995,Footwork Hart,14,0
Pacific,22 Oct 1995,Footwork Hart,DNF,0
Japan,29 Oct 1995,Footwork Hart,DNF,0
Australia,12 Nov 1995,Footwork Hart,3,4
