GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Belgium,03 Jun 1956,Maserati,DNF,0
France,01 Jul 1956,Maserati,7,0
Great Britain,14 Jul 1956,Maserati,8,0
Germany,05 Aug 1956,Maserati,4,3
Italy,02 Sep 1956,Maserati,4,3
