GRAND PRIX,DATE,CAR,RACE POSITION,PTS
France,01 Jul 1956,Ferrari,DNF,0
Great Britain,14 Jul 1956,Ferrari,SHC,3
Great Britain,14 Jul 1956,Ferrari,10,3
Germany,05 Aug 1956,Ferrari,SHC,0
Italy,02 Sep 1956,Ferrari,DNF,0
