GRAND PRIX,DATE,PTS
Australia,07 Mar 2004,0
Malaysia,21 Mar 2004,1
Bahrain,04 Apr 2004,0
San Marino,25 Apr 2004,0
Spain,09 May 2004,2
Monaco,23 May 2004,4
Europe,30 May 2004,3
Canada,13 Jun 2004,5
United States,20 Jun 2004,0
France,04 Jul 2004,0
Great Britain,11 Jul 2004,3
Germany,25 Jul 2004,0
Hungary,15 Aug 2004,1
Belgium,29 Aug 2004,9
Italy,12 Sep 2004,1
China,26 Sep 2004,3
Japan,10 Oct 2004,1
Brazil,24 Oct 2004,1
