GRAND PRIX,DATE,PTS
Australia,07 Mar 2004,9
Malaysia,21 Mar 2004,8
Bahrain,04 Apr 2004,2
San Marino,25 Apr 2004,8
Spain,09 May 2004,3
Monaco,23 May 2004,5
Europe,30 May 2004,1
United States,20 Jun 2004,0
France,04 Jul 2004,1
Great Britain,11 Jul 2004,4
Germany,25 Jul 2004,6
Hungary,15 Aug 2004,7
Belgium,29 Aug 2004,0
Italy,12 Sep 2004,6
China,26 Sep 2004,4
Japan,10 Oct 2004,10
Brazil,24 Oct 2004,14
