POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,0,Damon Hill,Williams Renault,44,1:28:47.170,10
2,7,Mika Hakkinen,McLaren Peugeot,44,+51.381s,6
3,6,Jos Verstappen,Benetton Ford,44,+70.453s,4
4,2,David Coulthard,Williams Renault,44,+105.787s,3
5,4,Mark Blundell,Tyrrell Yamaha,43,+1 lap,2
6,10,Gianni Morbidelli,Footwork Ford,43,+1 lap,1
7,26,Olivier Panis,Ligier Renault,43,+1 lap,0
8,23,Pierluigi Martini,Minardi Ford,43,+1 lap,0
9,24,Michele Alboreto,Minardi Ford,43,+1 lap,0
10,25,Eric Bernard,Ligier Renault,42,+2 laps,0
11,32,Jean-Marc Gounon,Simtek Ford,42,+2 laps,0
12,12,Johnny Herbert,Lotus Mugen Honda,41,+3 laps,0
13,15,Eddie Irvine,Jordan Hart,40,DNF,0
NC,9,Christian Fittipaldi,Footwork Ford,33,DNF,0
NC,31,David Brabham,Simtek Ford,29,DNF,0
NC,29,Andrea de Cesaris,Sauber Mercedes,27,DNF,0
NC,8,Martin Brundle,McLaren Peugeot,24,DNF,0
NC,14,Rubens Barrichello,Jordan Hart,19,DNF,0
NC,3,Ukyo Katayama,Tyrrell Yamaha,18,DNF,0
NC,11,Philippe Adams,Lotus Mugen Honda,15,DNF,0
NC,28,Gerhard Berger,Ferrari,11,DNF,0
NC,19,Philippe Alliot,Larrousse Ford,11,DNF,0
NC,30,Heinz-Harald Frentzen,Sauber Mercedes,10,DNF,0
NC,20,Erik Comas,Larrousse Ford,3,DNF,0
NC,27,Jean Alesi,Ferrari,2,DNF,0
